,Name,Measure,Toxicity,Reference
5847,FENSULFOTHION,LD50,Rat oral female 1.8 mg/kg,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 644"
5848,FENSULFOTHION,LD50,Rat male 29.5 mg/cu m/4 hr,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 644"
5849,THIONAZIN,LD50,Rat oral 12 mg/kg,"Worthing, C. R. (ed.). Pesticide Manual. 6th ed. Worcestershire, England: British Crop Protection Council, l979., p. 516"
5850,THIONAZIN,LD50,Rat percutaneous 11 mg/kg,"Worthing, C. R. (ed.). Pesticide Manual. 6th ed. Worcestershire, England: British Crop Protection Council, l979., p. 516"
5851,DEET,LD50,Rat inhalation >4100 mg/cu m/4 hr,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 327"
5852,DEET,LD50,Rat oral 1892 mg/kg,"Krieger, R. (ed.). Handbook of Pesticide Toxicology. Volume 2, 2nd ed. 2001. Academic Press, San Diego, California., p. 1440"
5853,DEET,LD50,Rat dermal >5000 mg/kg,"Krieger, R. (ed.). Handbook of Pesticide Toxicology. Volume 2, 2nd ed. 2001. Academic Press, San Diego, California., p. 1440"
5854,DEET,LD50,Rat inhalation >2.0 mg/L/4 hr,"Krieger, R. (ed.). Handbook of Pesticide Toxicology. Volume 2, 2nd ed. 2001. Academic Press, San Diego, California., p. 1440"
5855,DEET,LD50,Rat oral 1950 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1290"
5856,DEET,LD50,Rat skin 5000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1290"
5857,DEET,LD50,Mouse skin 3170 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1291"
5858,DEET,LD50,Rabbit oral 1584 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1290"
5859,DITHIANON,LD50,Rat oral 638 mg/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of  Chemicals, Drugs, and Biologicals. 13th Edition, Whitehouse  Station, NJ:  Merck and Co., Inc., 2001., p. 593"
5860,DITHIANON,LD50,Guinea pig oral 110 mg/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of  Chemicals, Drugs, and Biologicals. 13th Edition, Whitehouse  Station, NJ:  Merck and Co., Inc., 2001., p. 593"
5861,DITHIANON,LD50,Rat percutaneous >2000 mg/kg,"Tomlin CDS, ed. Dithianon (3347-22-6). In: The e-Pesticide Manual, 13th Edition  Version 3.2 (2005-06). Surrey UK, British Crop Protection Council."
5862,DITHIANON,LD50,Mouse oral 1140 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1316"
5863,DITHIANON,LD50,Rat inhalation 2.1 mg/L air/4 hr,"Tomlin CDS, ed. Dithianon (3347-22-6). In: The e-Pesticide Manual, 13th Edition  Version 3.2 (2005-06). Surrey UK, British Crop Protection Council."
5864,DITHIANON,LD50,Dog oral 100 mg/kg,"Amadori E, Heupt W; In: Analytical Methods for Pesticides and Plant Growth Regulators. Zweig, G., Sherma, J., eds. (Academic Press: NY) 10(Chapter 18): 181-187 (1978)"
5865,BANTROL,LD50,Rat oral 110 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1356"
5866,BANTROL,LD50,Rat dermal 210 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1356"
5867,BANTROL,LD50,Rabbit oral 160 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1356"
5868,BANTROL,LD50,Mouse oral 200 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1356"
5869,BANTROL,LD50,Guinea pig oral 76 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1364"
5870,BANTROL,LD50,Dog oral >100 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1364"
5871,BANTROL,LD50,Cat oral 75 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1364"
5872,MIPAFOX,LD50,Guinea pig oral 80 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2688"
5873,MIPAFOX,LD50,Rabbit oral 100 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2688"
5874,MIPAFOX,LD50,Mouse ip 14 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2688"
5875,MIPAFOX,LD50,Rat sc 75 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2688"
5876,MIPAFOX,LD50,Rat ip 90 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2688"
5877,DIMETHOATE,LD50,Rat female oral 240-336 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5878,DIMETHOATE,LD50,Mouse subcutaneous 60 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5879,DIMETHOATE,LD50,Hamster male sc 60 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5880,DIMETHOATE,LD50,Rabbit oral 300 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5881,DIMETHOATE,LD50,Guinea pig oral 350-400 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5882,DIMETHOATE,LD50,Mouse female oral 60 mg/kg technical material /From table/,"Sanderson DM, Edson EP; Br J Ind Med 21: 52-64 (1964) as cited in USEPA/ECAO; Health Effects Profile for Dimethoate (Final Draft) p.25 (1984) ECAO-CIN-PO81"
5883,DIMETHOATE,LD50,Rat oral 500-680 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A153/Aug 87"
5884,DIMETHOATE,LD50,Guinea pig oral 600 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A153/Aug 87"
5885,DIMETHOATE,LD50,Rabbit oral 400-500 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A153/Aug 87"
5886,DIMETHOATE,LD50,Rat percutaneous > 800 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A153/Aug 87"
5887,DIMETHOATE,LD50,Guinea pig percutaneous > 1000 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A153/Aug 87"
5888,DIMETHOATE,LD50,Rabbit dermal >2.0 g/kg /from table/,"USEPA/Office of Pesticide Programs; Interim Reregistration Eligibility Decision (IRED) for Dimethoate. Available from, as of December 28, 2006: https://www.epa.gov/pesticides/reregistration/status.htm"
5889,DIMETHOATE,LD50,Rat oral 290 mg/kg,"Verschueren, K. Handbook of Environmental Data on Organic Chemicals. Volumes 1-2. 4th ed. John Wiley & Sons. New York, NY. 2001, p. 886"
5890,DIMETHOATE,LD50,Rat (female) oral 414 mg/kg /96-98% pure/,"European Chemicals Bureau; IUCLID Dataset, Dimethoate (60-51-5) (2000 CD-ROM  edition). Available from, as of January 8, 2007: https://esis.jrc.ec.europa.eu/"
5891,DIMETHOATE,LD50,Rat (male) oral 358 mg/kg /96-98% pure/,"European Chemicals Bureau; IUCLID Dataset, Dimethoate (60-51-5) (2000 CD-ROM  edition). Available from, as of January 8, 2007: https://esis.jrc.ec.europa.eu/"
5892,DIMETHOATE,LD50,Mouse oral 160 mg/kg bw /97.3% pure/,"European Chemicals Bureau; IUCLID Dataset, Dimethoate (60-51-5) (2000 CD-ROM  edition). Available from, as of January 8, 2007: https://esis.jrc.ec.europa.eu/"
5893,DIMETHOATE,LD50,Rat inhalation >1.553 mg/L/4 hr /formulated as EC 400 g/L//,"European Chemicals Bureau; IUCLID Dataset, Dimethoate (60-51-5) (2000 CD-ROM  edition). Available from, as of January 8, 2007: https://esis.jrc.ec.europa.eu/"
5894,DIMETHOATE,LD50,Horse oral >50 mg/kg bw /from table/,WHO; Environ Health Criteria Number 90: Dimethoate p.33 (1989)
5895,DIMETHOATE,LD50,Cow oral 70 mg/kg bw /from table/,WHO; Environ Health Criteria Number 90: Dimethoate p.33 (1989)
5896,DIMETHOATE,LD50,Sheep oral 80 mg/kg bw /from table/,WHO; Environ Health Criteria Number 90: Dimethoate p.33 (1989)
5897,FORMOTHION,LD50,Rat oral 218 mg/kg /from table/,"FAO/WHO; WHO Pesticide Residues Series 3- Formothion (1973). Available from, as of March 1, 2007: https://www.inchem.org/documents/jmpr/jmpmono/v073pr15.htm"
5898,FORMOTHION,LD50,Rat male percutaneous greater than 1000 mg/kg,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 528"
5899,FORMOTHION,LD50,White rat (male) dermal 700-1500 mg/kg,Klotzsche C; Int Arch Gewerbepath 22 (3): 246-61 (1966)
5900,FORMOTHION,LD50,Rat inhalation 3.2 mg/L (4 hr) /as Anthio 50 ZP/,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 528"
5901,FORMOTHION,LD50,Rat (male) iv 35.5 mg/kg,Klotzsche C; Int Arch Gewerbepath 22 (3): 246-61 (1966)
5902,FORMOTHION,LD50,Mouse oral 83 mg/kg /from table/,"FAO/WHO; WHO Pesticide Residues Series 3- Formothion (1973). Available from, as of March 1, 2007: https://www.inchem.org/documents/jmpr/jmpmono/v073pr15.htm"
5903,FORMOTHION,LD50,Cat oral 310 mg/kg,"FAO/WHO; WHO Pesticide Residues Series 3- Formothion (1973). Available from, as of March 1, 2007: https://www.inchem.org/documents/jmpr/jmpmono/v073pr15.htm"
5904,FORMOTHION,LD50,Mouse oral 190 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1420"
5905,FORMOTHION,LD50,"Rabbit dermal >1,000 mg/kg","Farm Chemicals Handbook 1997. Willoughby, OH: Meister Publishing Co., 1997., p. E37"
5906,FORMOTHION,LD50,Chicken intravenous 20 mg/kg,Klotzsche C; Int Arch Gewerbepath 22 (3): 246-61 (1966)
5907,FORMOTHION,LD50,Cat oral 210 mg/kg,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 528"
5908,DIMETHYL P-(METHYLTHIO)PHENYL PHOSPHATE,LD50,Mouse (CD-1 male) oral 23.4 mg/kg,PMID:1242884
5909,DIMETHYL P-(METHYLTHIO)PHENYL PHOSPHATE,LD50,Mouse (CD-1 female) oral 17.8 mg/kg,PMID:1242884
5910,Fenitrothion,LD50,Rat (female) acute oral 800 mg/kg,"Worthing, C.R. and S.B. Walker (eds.). The Pesticide Manual - A World Compendium. 8th ed. Thornton Heath, UK: The British Crop Protection Council, 1987., p. 373"
5911,Fenitrothion,LD50,Rat (male) acute dermal 890 mg/kg,"Worthing, C.R. and S.B. Walker (eds.). The Pesticide Manual - A World Compendium. 8th ed. Thornton Heath, UK: The British Crop Protection Council, 1987., p. 373"
5912,Fenitrothion,LD50,Rat (female) acute dermal 1200 mg/kg,"Worthing, C.R. and S.B. Walker (eds.). The Pesticide Manual - A World Compendium. 8th ed. Thornton Heath, UK: The British Crop Protection Council, 1987., p. 373"
5913,Fenitrothion,LD50,Rat oral 500 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V13 440 (1981)"
5914,Fenitrothion,LD50,Rat dermal 3000 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V13 440 (1981)"
5915,Fenitrothion,LD50,"Rat (male) oral 1700 mg/kg, acute","Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 436"
5916,Fenitrothion,LD50,"Rat (female) oral 1720 mg/kg, acute","Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 436"
5917,Fenitrothion,LD50,"Guinea pig, male oral 500 mg/kg. /From table/","WHO/International Programme on Chemical Safety; Environmental Health Criteria 133, Fenitrothion p.70 (1992). Available from, as of February 2, 2017: https://www.inchem.org/pages/ehc.html"
5918,Fenitrothion,LD50,"Beagle dog oral, male/female >681 mg/kg. /From table/","WHO/International Programme on Chemical Safety; Environmental Health Criteria 133, Fenitrothion p.70 (1992). Available from, as of February 2, 2017: https://www.inchem.org/pages/ehc.html"
5919,Fenitrothion,LD50,Mouse (male) oral 1336 mg/kg. /From table/,"WHO/International Programme on Chemical Safety; Environmental Health Criteria 133, Fenitrothion p.70 (1992). Available from, as of February 2, 2017: https://www.inchem.org/pages/ehc.html"
5920,Fenitrothion,LD50,Mouse (female) oral 1416 mg/kg. /From table/,"WHO/International Programme on Chemical Safety; Environmental Health Criteria 133, Fenitrothion p.70 (1992). Available from, as of February 2, 2017: https://www.inchem.org/pages/ehc.html"
5921,Fenitrothion,LD50,Mouse (female) dermal >2500 mg/kg. /From table/,"WHO/International Programme on Chemical Safety; Environmental Health Criteria 133, Fenitrothion p.70 (1992). Available from, as of February 2, 2017: https://www.inchem.org/pages/ehc.html"
5922,MONOCROTOPHOS,LD50,Rabbit percutaneous 112-709 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the Threshold Limit Values and Biological Exposure Indices. 5th ed. Cincinnati, OH: American Conference of Governmental Industrial Hygienists, 1986., p. 426"
5923,MONOCROTOPHOS,LD50,Rat oral 21 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V13 447 (1981)"
5924,MONOCROTOPHOS,LD50,Rat (male) dermal 126 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1012"
5925,MONOCROTOPHOS,LD50,Rat (female) dermal 112 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1012"
5926,MONOCROTOPHOS,LD50,Rat (male) ip 5 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1012"
5927,MONOCROTOPHOS,LD50,Rat (male) oral 18 mg/kg,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 709"
5928,MONOCROTOPHOS,LD50,Rat (female) oral 20 mg/kg,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 709"
5929,MONOCROTOPHOS,LD50,rat inhalation (4 hr) = circa 0.08 mg/L,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 709"
5930,MONOCROTOPHOS,LD50,for rats = 0.5 mg/kg diet (0.025 mg/kg daily) /2-yr study/,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 709"
5931,MONOCROTOPHOS,LD50,for dogs = 0.5 mg/kg diet (0.0125 mg/kg daily) /2-yr study/,"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 709"
5932,MONOCROTOPHOS,LD50,Rabbit dermal 354 mg/kg,"Farm Chemicals Handbook 1997. Willoughby, OH: Meister Publishing Co., 1997., p. C252"
5933,MONOCROTOPHOS,LD50,"Domestic goat oral 20.0-50.0 mg/kg, 8-12 mo old females /Purity greater than 75%; Z-isomer/","U.S. Department of the Interior, Fish and Wildlife Service. Handbook of Toxicity of Pesticides to Wildlife. Resource Publication 153. Washington, DC: U.S. Government Printing Office, 1984., p. 56"
5934,METHAMIDOPHOS,LD50,Rat male dermal 94 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1090"
5935,METHAMIDOPHOS,LD50,Rat female dermal 85 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1090"
5936,METHAMIDOPHOS,LD50,Rabbit oral 10 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1357"
5937,METHAMIDOPHOS,LD50,Rat percutaneous 50-110 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A265/Aug 87"
5938,METHAMIDOPHOS,LD50,"Rat (male, adult) oral 25 mg/kg","O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of  Chemicals, Drugs, and Biologicals. 13th Edition, Whitehouse  Station, NJ:  Merck and Co., Inc., 2001., p. 1063"
5939,METHAMIDOPHOS,LD50,"Rat (female, adult) oral 27 mg/kg","O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of  Chemicals, Drugs, and Biologicals. 13th Edition, Whitehouse  Station, NJ:  Merck and Co., Inc., 2001., p. 1063"
5940,METHAMIDOPHOS,LD50,Mouse oral 14 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1357"
5941,METHAMIDOPHOS,LD50,Rabbit dermal 118 mg/kg,"USEPA/Office of Pesticide Programs; Interim Reregistration Eligibility Decision Document - Methamidophos. April 2002. Available from, as of June 13, 2003: https://www.epa.gov/pesticides/reregistration/status.htm"
5942,METHAMIDOPHOS,LD50,"Rat (Wistar, male) oral 16 mg/kg","USEPA/Office of Pesticide Programs; Methamidophos- Revised Toxicology Chapter for RED. February 2000. Available from, as of June 16, 2003: https://www.epa.gov/oppsrrd1/op/methamidophos/rev_tox.pdf"
5943,METHAMIDOPHOS,LD50,"Rat (Wistar, male) oral 14 mg/kg /Methamidophos (+)/","USEPA/Office of Pesticide Programs; Methamidophos- Revised Toxicology Chapter for RED. February 2000. Available from, as of June 16, 2003: https://www.epa.gov/oppsrrd1/op/methamidophos/rev_tox.pdf"
5944,METHAMIDOPHOS,LD50,Hen oral 25 mg/kg,"USEPA/Office of Pesticide Programs; Methamidophos- Revised Toxicology Chapter for RED. February 2000. Available from, as of June 16, 2003: https://www.epa.gov/oppsrrd1/op/methamidophos/rev_tox.pdf"
5945,METHAMIDOPHOS,LD50,Hen oral 43 mg/kg /Methamidophos (+)/,"USEPA/Office of Pesticide Programs; Methamidophos- Revised Toxicology Chapter for RED. February 2000. Available from, as of June 16, 2003: https://www.epa.gov/oppsrrd1/op/methamidophos/rev_tox.pdf"
5946,METHAMIDOPHOS,LD50,Hen oral 82 mg/kg /Methamidophos (-)/,"USEPA/Office of Pesticide Programs; Methamidophos- Revised Toxicology Chapter for RED. February 2000. Available from, as of June 16, 2003: https://www.epa.gov/oppsrrd1/op/methamidophos/rev_tox.pdf"
5947,METHIDATHION,LD50,Guinea pig oral 25 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5948,METHIDATHION,LD50,Rabbit dermal 200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5949,METHIDATHION,LD50,Rat dermal 1546 mg/kg /Technical/,"Crop Protection Handbook Volume 98, Meister Media Worldwide, Willoughby, OH 2012, p. 530"
5950,METHIDATHION,LD50,Mouse oral 25 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5951,METHIDATHION,LD50,Rabbit oral 63 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5952,METHIDATHION,LD50,Dog oral 200 mg/kg,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 2. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1029"
5953,METHIDATHION,LD50,Rat (adult male) oral 31 mg/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Whitehouse Station, NJ:  Merck and Co., Inc., 2006., p. 1032"
5954,METHIDATHION,LD50,Rat (adult female) oral 32 mg/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Whitehouse Station, NJ:  Merck and Co., Inc., 2006., p. 1032"
5955,METHIDATHION,LD50,Rat oral 20 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5956,METHIDATHION,LD50,preliminary acute oral study indicated that the LD50 of methidathion in the hen was 175 mg/kg bw.,"WHO/FAO; Joint Meeting on Pesticide Residues on Methidathion (950-37-7). 1992. Available from, as of May 8, 2012: https://www.inchem.org/pages/jmpr.html"
5957,METHIDATHION,LD50,Hen oral 80 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A268/AUG 87"
5958,METHIDATHION,LD50,Rat inhalation 3.6 mg/L (4 hr) /Technical/,"Crop Protection Handbook Volume 98, Meister Media Worldwide, Willoughby, OH 2012, p. 530"
5959,METHIDATHION,LD50,Rat inhalation 19 mg/L/1 hr,"USEPA/Office of Pesticide Programs; Human Health Risk Assessment- Methidation. December 1999. Available from, as of June 17, 2003: https://www.epa.gov/pesticides/op/methidathion/hedrra.pdf"
5960,METHIDATHION,LD50,Hamster oral 30 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1438"
5961,BUTONATE,LD50,Rat oral 1000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5962,BUTONATE,LD50,Rat dermal 7000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5963,BUTONATE,LD50,Rat ip 700 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5964,BUTONATE,LD50,Rat sc 3000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5965,BUTONATE,LD50,Rat oral 760 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5966,BUTONATE,LD50,Dog dermal 3080 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 592"
5967,BUTONATE,LD50,Rat oral 1050-1600 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5968,BUTONATE,LD50,Mouse oral 760 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5969,BUTONATE,LD50,Guinea pig 950 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
